Date,Afghanistan,Albania,Algeria
2020-11-30,278.0139514514515,282.870774872449,210.7003359626059
2020-12-31,271.9282407407408,281.22006536989795,208.02589103125916
2021-01-31,271.9928053053053,278.2439612563776,207.9276950043821
2021-02-28,278.6958208208208,279.7831831951531,209.6962094653813
2021-03-31,282.7331081081081,280.00707509566325,211.17879053461877
2021-04-30,288.1679179179179,283.22572544642856,216.105901256208
2021-05-31,292.93890765765764,289.3521205357143,219.85476920829683
2021-06-30,298.121433933934,294.09769610969386,222.4865797546012
2021-07-31,299.7931368868869,297.3822544642857,223.25697487583992
2021-08-31,296.75,297.3735251913265,222.78591513292437
2021-09-30,294.56190565565566,292.14672353316325,220.82562810400236
2021-10-31,285.36142392392395,286.05873325892856,215.4405492258253
2021-11-30,278.9355605605606,284.7179926658163,211.02884896289805
2021-12-31,276.0005005005005,278.5159837372449,207.6241235758107
2022-01-31,272.73323323323325,276.67641900510205,205.6723634238972
